RecordID,Competition,Edition,Athlete Id,Sex,Region,Education,Age group,Income,Disability,Previous attempts,Late enrollment,Athlete score,Mental preparation,Train bf competition,Strength training,Sand training,Recovery,Supplements,Cardiovascular training,Outdoor Workout,Squad training,Physiotherapy,Plyometric training,No coach,Sport-specific training,Other training,Past injuries,Outcome
44818,Continental Championship,2021.0,618619.0,M,Central Asia,Middle school,0-35,High,False,0.0,False,0.0,False,47.0,238.0,0.0,18.0,8.0,99.0,False,0.0,0.0,0.0,False,5.0,1.0,True,0
86637,Regional Tournament,2022.0,651659.0,F,South America,Middle school,35-55,Middle-Low,False,0.0,False,60.0,False,239.0,645.0,7.0,69.0,63.0,147.0,False,4.0,0.0,7.0,False,2.0,0.0,True,1
96359,Regional Tournament,2021.0,628442.0,F,Central Asia,Middle school,0-35,Middle-Low,False,0.0,False,0.0,False,21.0,7.0,0.0,5.0,9.0,31.0,False,0.0,0.0,0.0,False,2.0,0.0,True,0
87860,Regional Tournament,2021.0,518711.0,F,Northern Africa,High school,0-35,Low,False,2.0,False,0.0,False,6.0,0.0,0.0,13.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0
48085,Regional Tournament,2021.0,626297.0,F,East Asia,Middle school,35-55,High,False,0.0,False,0.0,False,116.0,44.0,0.0,95.0,37.0,54.0,False,0.0,0.0,0.0,False,16.0,0.0,False,0
39743,National Cup,2022.0,688770.0,M,Northern Africa,High school,0-35,High,False,0.0,False,60.0,False,79.0,42.0,0.0,0.0,56.0,262.0,False,0.0,0.0,0.0,False,4.0,0.0,False,1
17894,Regional Tournament,2020.0,379402.0,F,Southern Africa,High school,0-35,High,False,1.0,False,45.0,False,44.0,7.0,0.0,193.0,8.0,39.0,False,0.0,0.0,0.0,False,3.0,0.0,False,0
73167,Regional Tournament,2021.0,628827.0,F,Northern Africa,High school,0-35,Middle-Low,True,0.0,False,0.0,False,21.0,36.0,0.0,12.0,2.0,14.0,False,0.0,0.0,0.0,False,9.0,0.0,False,0
95882,Local Match,2019.0,580477.0,M,Western Europe,Middle school,0-35,High,True,0.0,False,60.0,False,204.0,626.0,29.0,153.0,196.0,445.0,False,0.0,3.0,0.0,False,21.0,0.0,True,0
43850,Regional Tournament,2022.0,523132.0,F,Western Europe,High school,0-35,High,False,1.0,False,0.0,False,267.0,692.0,2.0,91.0,32.0,159.0,False,22.0,0.0,14.0,False,1.0,0.0,True,1
42943,Regional Tournament,2021.0,1626021.0,F,South America,Middle school,35-55,Middle-Low,False,0.0,False,0.0,False,91.0,65.0,0.0,58.0,54.0,82.0,False,2.0,0.0,0.0,False,9.0,0.0,False,1
33485,Local Match,2021.0,136054.0,F,South Asia,University Degree,0-35,High,False,0.0,False,30.0,True,392.0,864.0,0.0,193.0,248.0,632.0,False,9.0,8.0,0.0,False,15.0,0.0,True,1
69087,Regional Tournament,2020.0,204746.0,F,South America,High school,0-35,Low,False,0.0,False,60.0,False,124.0,7.0,0.0,180.0,33.0,66.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1
12642,World Championship,2021.0,629853.0,F,Eastern Europe,Middle school,0-35,High,False,0.0,False,,False,144.0,232.0,2.0,31.0,26.0,114.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
54974,Federation League,2021.0,232827.0,M,East Asia,University Degree,35-55,High,False,0.0,False,0.0,False,254.0,,0.0,582.0,105.0,2.0,False,8.0,76.0,0.0,False,4.0,0.0,True,1
49576,Regional Tournament,2019.0,516364.0,F,Western Europe,Middle school,35-55,Middle-High,False,0.0,False,0.0,False,70.0,52.0,0.0,99.0,34.0,80.0,False,1.0,0.0,0.0,False,9.0,0.0,False,0
99918,World Championship,2021.0,612363.0,F,Western Europe,High school,0-35,Low,False,0.0,False,,False,8.0,7.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
37297,Regional Tournament,2022.0,2423078.0,M,South America,High school,35-55,Low,False,2.0,False,0.0,False,2.0,10.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
51222,Regional Tournament,2019.0,609811.0,F,North America,University Degree,0-35,Low,False,0.0,False,0.0,False,637.0,132.0,0.0,1137.0,105.0,170.0,False,2.0,0.0,0.0,False,27.0,0.0,False,1
85813,National Cup,2022.0,655484.0,M,Western Europe,High school,0-35,Low,True,0.0,False,30.0,False,16.0,4.0,0.0,0.0,13.0,113.0,False,0.0,0.0,0.0,False,1.0,0.0,False,0
97868,Regional Tournament,2019.0,573654.0,F,Eastern Europe,High school,0-35,High,False,0.0,False,0.0,False,186.0,12.0,0.0,827.0,8.0,81.0,False,0.0,0.0,0.0,False,4.0,0.0,False,1
38351,Federation League,2019.0,561476.0,M,Western Europe,Middle school,0-35,Middle-High,False,0.0,False,0.0,False,231.0,258.0,0.0,212.0,169.0,0.0,False,10.0,65.0,0.0,False,25.0,0.0,True,1
40407,Local Match,2021.0,630269.0,M,South America,University Degree,0-35,Low,False,0.0,False,0.0,False,107.0,95.0,0.0,52.0,94.0,35.0,False,0.0,2.0,0.0,False,12.0,0.0,False,0
90703,Local Match,2020.0,554331.0,M,East Asia,Middle school,35-55,High,False,0.0,False,0.0,False,751.0,3276.0,0.0,718.0,641.0,1326.0,False,0.0,229.0,28.0,False,61.0,93.0,True,1
33437,National Cup,2021.0,609450.0,M,North America,University Degree,0-35,Middle,False,0.0,False,0.0,False,3.0,18.0,0.0,2.0,2.0,44.0,False,0.0,0.0,0.0,False,1.0,0.0,False,0
85851,National Cup,2021.0,614477.0,F,East Asia,High school,0-35,Middle-High,False,0.0,False,0.0,False,290.0,326.0,0.0,22.0,328.0,1204.0,False,0.0,0.0,0.0,False,7.0,0.0,False,0
11383,Regional Tournament,2022.0,646415.0,F,Southern Europe,High school,0-35,Low,False,0.0,False,60.0,False,104.0,137.0,0.0,0.0,25.0,88.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
25381,National Cup,2022.0,471580.0,M,Southern Europe,Middle school,0-35,High,False,1.0,False,,False,239.0,363.0,0.0,241.0,96.0,1188.0,False,23.0,0.0,0.0,False,0.0,0.0,False,1
52827,Regional Tournament,2019.0,613738.0,F,Oceania,University Degree,0-35,Middle-Low,False,0.0,False,60.0,False,330.0,71.0,0.0,355.0,60.0,83.0,False,0.0,0.0,0.0,False,21.0,0.0,False,1
10369,Local Match,2020.0,398656.0,M,Eastern Europe,High school,0-35,High,False,0.0,False,60.0,False,412.0,802.0,0.0,448.0,418.0,959.0,False,0.0,3.0,0.0,False,24.0,10.0,True,0
48513,Local Match,2020.0,537133.0,F,Oceania,Middle school,0-35,Middle-Low,True,0.0,False,0.0,False,338.0,513.0,0.0,431.0,235.0,24.0,False,0.0,10.0,7.0,False,35.0,21.0,True,0
54146,Federation League,2021.0,593607.0,M,Central Asia,High school,0-35,Middle-Low,False,0.0,False,0.0,False,121.0,220.0,0.0,50.0,96.0,14.0,False,0.0,28.0,0.0,False,1.0,0.0,True,1
78197,Regional Tournament,2021.0,624544.0,F,Northern Africa,High school,0-35,Low,True,0.0,False,30.0,False,18.0,21.0,0.0,5.0,20.0,0.0,False,0.0,0.0,0.0,False,4.0,0.0,True,0
30756,Local Match,2019.0,572397.0,M,Southern Europe,Middle school,0-35,High,False,0.0,False,0.0,True,238.0,406.0,0.0,142.0,299.0,845.0,False,3.0,3.0,0.0,False,11.0,3.0,True,1
93964,Regional Tournament,2021.0,612862.0,F,East Asia,High school,0-35,High,False,0.0,False,0.0,False,326.0,103.0,2.0,1047.0,94.0,130.0,False,0.0,0.0,0.0,False,26.0,0.0,False,1
28546,Local Match,2020.0,534750.0,M,Central Asia,High school,0-35,High,False,0.0,False,60.0,False,623.0,1579.0,0.0,216.0,440.0,58.0,False,0.0,38.0,12.0,False,32.0,49.0,True,0
49077,Local Match,2020.0,2560595.0,M,Western Europe,Middle school,0-35,Middle-High,False,0.0,False,0.0,False,285.0,1670.0,0.0,293.0,255.0,1036.0,False,0.0,13.0,10.0,False,27.0,24.0,True,1
61049,Olympic Games,2022.0,2330254.0,M,South America,Middle school,35-55,Middle,False,0.0,False,0.0,False,779.0,845.0,0.0,1144.0,71.0,0.0,False,0.0,0.0,0.0,False,28.0,0.0,True,1
39724,National Cup,2021.0,617348.0,F,Eastern Europe,High school,0-35,Low,False,0.0,False,,False,305.0,74.0,0.0,582.0,124.0,1107.0,False,8.0,0.0,0.0,False,12.0,0.0,False,1
29391,National Cup,2021.0,621655.0,M,Northern Africa,Middle school,0-35,Middle-High,False,0.0,False,0.0,False,58.0,26.0,0.0,8.0,19.0,39.0,False,0.0,0.0,0.0,False,1.0,0.0,False,0
72848,Federation League,2020.0,514773.0,F,East Asia,High school,0-35,High,False,0.0,False,60.0,False,161.0,83.0,0.0,178.0,65.0,9.0,False,0.0,28.0,0.0,False,50.0,7.0,False,0
68316,Federation League,2020.0,529525.0,F,Northern Africa,Middle school,0-35,Middle,False,1.0,False,60.0,False,32.0,26.0,0.0,22.0,2.0,1.0,False,0.0,0.0,0.0,False,1.0,0.0,False,0
61216,Continental Championship,2021.0,624384.0,M,Southern Europe,Middle school,0-35,Middle,False,0.0,False,,False,8.0,34.0,0.0,0.0,0.0,3.0,False,2.0,0.0,0.0,False,1.0,0.0,False,0
90918,Regional Tournament,2019.0,596451.0,F,Western Europe,High school,35-55,High,True,0.0,False,0.0,False,1248.0,126.0,0.0,2139.0,99.0,232.0,False,0.0,0.0,0.0,False,81.0,0.0,False,1
25203,National Cup,2021.0,492357.0,M,Central Asia,High school,35-55,Middle-High,False,0.0,False,,False,570.0,46.0,0.0,1200.0,64.0,319.0,False,6.0,0.0,0.0,False,5.0,0.0,False,0
69561,Local Match,2021.0,1072259.0,M,Northern Africa,University Degree,35-55,High,False,0.0,False,30.0,True,234.0,637.0,0.0,275.0,182.0,621.0,False,10.0,136.0,0.0,False,8.0,0.0,True,1
93823,World Championship,2019.0,607256.0,,Eastern Europe,Middle school,0-35,Low,False,0.0,False,,False,300.0,577.0,8.0,269.0,51.0,119.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
86885,World Championship,2019.0,600202.0,M,East Asia,Middle school,35-55,Middle-Low,False,0.0,False,,False,68.0,386.0,0.0,0.0,17.0,190.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
15334,National Cup,2021.0,570967.0,F,South America,Middle school,35-55,Middle-Low,False,0.0,False,0.0,False,264.0,129.0,0.0,2.0,106.0,833.0,False,0.0,0.0,0.0,False,9.0,0.0,False,1
35465,Federation League,2021.0,627581.0,M,Middle East,Middle school,35-55,Low,True,0.0,False,0.0,False,331.0,89.0,0.0,187.0,72.0,1.0,False,6.0,170.0,0.0,False,11.0,0.0,True,0
95139,Regional Tournament,2019.0,47855.0,F,North America,Middle school,35-55,Low,False,3.0,True,140.0,False,10.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,2.0,0.0,True,0
33669,Local Match,2019.0,583993.0,M,East Asia,High school,0-35,High,True,0.0,False,60.0,False,453.0,817.0,0.0,372.0,225.0,698.0,False,0.0,25.0,10.0,False,18.0,8.0,True,0
19634,Regional Tournament,2019.0,582190.0,F,Western Europe,Middle school,0-35,Middle-High,False,0.0,False,0.0,False,58.0,48.0,0.0,299.0,39.0,66.0,False,0.0,0.0,0.0,False,11.0,0.0,False,0
68041,Local Match,2021.0,2242732.0,M,Middle East,University Degree,35-55,High,False,0.0,False,30.0,True,304.0,1371.0,0.0,101.0,378.0,1331.0,False,0.0,35.0,18.0,False,28.0,7.0,True,1
28558,National Cup,2021.0,556584.0,M,Western Europe,University Degree,35-55,High,False,0.0,False,0.0,False,596.0,325.0,0.0,225.0,272.0,,False,0.0,0.0,0.0,False,6.0,0.0,False,1
32878,National Cup,2021.0,574283.0,M,East Asia,High school,35-55,Middle-Low,False,0.0,False,60.0,False,82.0,58.0,0.0,55.0,86.0,226.0,False,0.0,0.0,0.0,False,8.0,0.0,False,0
52567,National Cup,2021.0,227192.0,M,South America,Middle school,0-35,High,False,0.0,False,0.0,False,290.0,188.0,0.0,46.0,176.0,783.0,False,0.0,0.0,0.0,False,9.0,0.0,False,1
34592,Local Match,2021.0,634636.0,M,South America,High school,0-35,Middle-Low,False,0.0,False,0.0,True,1648.0,2673.0,0.0,1578.0,707.0,901.0,False,6.0,20.0,6.0,False,80.0,4.0,True,1
44312,National Cup,2022.0,466360.0,M,,University Degree,35-55,Middle-Low,False,0.0,False,,False,238.0,74.0,0.0,81.0,136.0,425.0,False,0.0,0.0,0.0,False,8.0,,False,1
83373,Federation League,2021.0,2639021.0,M,Southern Africa,Middle school,0-35,Low,False,0.0,False,0.0,False,46.0,41.0,0.0,28.0,15.0,2.0,False,0.0,31.0,0.0,False,2.0,0.0,False,0
47239,National Cup,2022.0,522004.0,F,Oceania,Middle school,,Middle,False,0.0,False,0.0,False,33.0,61.0,0.0,4.0,12.0,164.0,False,0.0,0.0,0.0,False,1.0,0.0,False,0
70713,Local Match,2020.0,1839012.0,F,North America,Middle school,35-55,High,False,1.0,False,60.0,False,1592.0,2450.0,0.0,2439.0,599.0,954.0,False,0.0,,40.0,False,63.0,88.0,True,1
67637,Regional Tournament,2020.0,2439201.0,F,South Asia,Middle school,0-35,Middle-Low,False,0.0,False,0.0,False,215.0,7.0,0.0,450.0,26.0,58.0,False,0.0,0.0,0.0,False,6.0,0.0,False,1
73769,Continental Championship,2022.0,688404.0,M,Western Europe,Middle school,0-35,Middle-Low,False,0.0,False,,False,96.0,142.0,0.0,75.0,7.0,129.0,False,2.0,0.0,0.0,False,2.0,0.0,False,0
44228,Local Match,2020.0,522023.0,F,North America,University Degree,0-35,Low,False,1.0,False,90.0,False,87.0,177.0,0.0,113.0,97.0,9.0,False,0.0,3.0,0.0,False,8.0,11.0,True,0
60960,Local Match,2022.0,562990.0,M,Western Europe,High school,0-35,Middle-Low,False,0.0,False,90.0,False,234.0,619.0,0.0,30.0,171.0,728.0,True,0.0,11.0,0.0,False,5.0,0.0,True,1
69666,Federation League,2019.0,591071.0,F,East Asia,High school,0-35,High,False,0.0,False,0.0,False,214.0,306.0,0.0,162.0,142.0,9.0,False,0.0,66.0,0.0,False,28.0,0.0,True,1
72787,Regional Tournament,2021.0,307386.0,F,Southern Africa,University Degree,0-35,Middle,False,2.0,False,120.0,False,84.0,15.0,0.0,26.0,11.0,91.0,False,0.0,0.0,0.0,False,3.0,0.0,False,1
70435,Local Match,2022.0,372511.0,M,South Asia,University Degree,0-35,High,False,0.0,False,90.0,False,194.0,433.0,0.0,13.0,205.0,384.0,True,0.0,1.0,6.0,False,19.0,0.0,True,1
76890,Local Match,2019.0,598835.0,M,North America,High school,0-35,Middle,False,0.0,False,0.0,True,939.0,2460.0,0.0,620.0,498.0,734.0,False,2.0,92.0,44.0,False,57.0,40.0,True,1
70902,National Cup,2022.0,629560.0,F,Northern Africa,Middle school,0-35,Middle,False,1.0,False,0.0,False,122.0,120.0,0.0,10.0,69.0,387.0,False,0.0,0.0,0.0,False,5.0,0.0,False,0
69445,Local Match,2019.0,602468.0,M,Oceania,Middle school,35-55,Low,False,0.0,False,30.0,True,131.0,331.0,0.0,114.0,111.0,492.0,False,0.0,15.0,10.0,False,11.0,8.0,True,1
26640,Continental Championship,2022.0,560881.0,M,Eastern Europe,High school,0-35,Middle-Low,True,0.0,False,30.0,False,177.0,1153.0,0.0,90.0,7.0,94.0,False,7.0,160.0,0.0,False,22.0,0.0,False,0
97070,Regional Tournament,2022.0,679218.0,M,Oceania,Middle school,0-35,High,False,0.0,False,0.0,False,53.0,135.0,1.0,23.0,13.0,55.0,False,4.0,0.0,0.0,False,2.0,0.0,True,1
63342,World Championship,2021.0,633435.0,M,South America,High school,0-35,Middle-Low,False,0.0,False,,False,17.0,14.0,0.0,0.0,2.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0
31581,Regional Tournament,2019.0,234929.0,F,Central America,University Degree,0-35,High,False,1.0,False,0.0,False,119.0,37.0,1.0,139.0,30.0,77.0,False,0.0,0.0,0.0,False,19.0,0.0,False,0
43332,National Cup,2022.0,368436.0,M,Central Asia,Middle school,35-55,Middle-Low,False,0.0,False,,False,730.0,1127.0,0.0,777.0,163.0,566.0,False,60.0,0.0,0.0,False,5.0,0.0,False,1
13848,Local Match,2022.0,680708.0,F,North America,Middle school,0-35,Middle-Low,False,0.0,False,60.0,False,276.0,1030.0,0.0,144.0,121.0,692.0,True,0.0,55.0,19.0,False,20.0,19.0,True,1
20244,National Cup,2022.0,686018.0,M,South Asia,University Degree,0-35,High,False,0.0,False,30.0,False,443.0,166.0,0.0,274.0,149.0,902.0,False,0.0,0.0,0.0,False,14.0,0.0,False,1
85902,Continental Championship,2022.0,646070.0,M,Northern Africa,High school,0-35,Middle-Low,False,0.0,False,0.0,False,340.0,803.0,0.0,340.0,20.0,149.0,False,1.0,257.0,0.0,False,30.0,0.0,True,1
45027,Federation League,2022.0,546299.0,M,Eastern Europe,Middle school,0-35,High,False,1.0,False,0.0,False,108.0,55.0,0.0,34.0,49.0,13.0,False,2.0,0.0,0.0,False,11.0,0.0,False,0
42440,Federation League,2020.0,537926.0,M,Northern Africa,High school,0-35,Middle-Low,False,0.0,False,0.0,False,231.0,308.0,0.0,145.0,157.0,8.0,False,0.0,9.0,0.0,False,27.0,2.0,False,0
47721,Regional Tournament,2019.0,482810.0,F,Oceania,High school,0-35,Middle-Low,False,0.0,False,0.0,False,57.0,18.0,0.0,27.0,16.0,52.0,False,0.0,0.0,0.0,False,5.0,0.0,False,1
28301,Olympic Games,2019.0,279572.0,M,South America,Middle school,0-35,Middle,False,0.0,False,0.0,False,197.0,785.0,0.0,114.0,86.0,0.0,False,0.0,0.0,0.0,False,1.0,0.0,True,1
98753,Regional Tournament,2022.0,676151.0,F,Northern Africa,Middle school,0-35,Low,False,0.0,False,0.0,False,1031.0,1668.0,23.0,1928.0,88.0,142.0,False,34.0,0.0,14.0,False,1.0,0.0,True,1
66139,Regional Tournament,2022.0,341611.0,F,Northern Africa,Middle school,0-35,Low,False,1.0,False,60.0,False,77.0,128.0,0.0,0.0,27.0,14.0,False,0.0,0.0,0.0,False,3.0,0.0,True,0
84870,Regional Tournament,2021.0,561953.0,F,Western Europe,High school,0-35,Middle-High,False,0.0,False,0.0,False,51.0,33.0,1.0,127.0,19.0,68.0,False,0.0,0.0,0.0,False,3.0,0.0,False,1
10914,Local Match,2022.0,692454.0,M,Eastern Europe,High school,0-35,High,False,0.0,False,30.0,False,592.0,756.0,0.0,313.0,508.0,1290.0,True,21.0,1.0,9.0,False,37.0,0.0,True,1
99984,Federation League,2020.0,2692101.0,M,Central America,Middle school,0-35,Middle,False,0.0,False,30.0,False,69.0,105.0,0.0,12.0,66.0,2.0,False,0.0,20.0,0.0,False,44.0,0.0,False,0
36476,Federation League,2020.0,2080539.0,M,North America,Middle school,0-35,Middle,False,0.0,False,0.0,False,111.0,242.0,0.0,140.0,296.0,31.0,False,0.0,35.0,0.0,False,40.0,1.0,True,1
89034,Federation League,2020.0,382339.0,M,Eastern Europe,Middle school,35-55,Middle-Low,True,1.0,False,60.0,False,0.0,1.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
78084,Regional Tournament,2019.0,607286.0,F,Eastern Europe,High school,0-35,Low,False,0.0,False,120.0,False,47.0,33.0,2.0,1.0,36.0,2.0,False,0.0,0.0,0.0,False,13.0,0.0,False,0
51676,National Cup,2022.0,2555596.0,M,East Asia,High school,0-35,Middle-Low,False,1.0,False,,False,41.0,19.0,0.0,68.0,27.0,25.0,False,0.0,0.0,0.0,False,0.0,0.0,False,0
87060,Regional Tournament,2019.0,601504.0,F,Southern Africa,Middle school,35-55,Middle,False,0.0,False,0.0,False,735.0,149.0,16.0,3266.0,202.0,139.0,False,4.0,0.0,0.0,False,101.0,,True,1
25244,World Championship,2019.0,592043.0,F,South America,Middle school,0-35,Low,False,0.0,False,,False,28.0,29.0,0.0,13.0,10.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
22223,Federation League,2019.0,544576.0,M,Southern Africa,High school,0-35,High,True,0.0,False,0.0,False,214.0,183.0,0.0,129.0,263.0,85.0,False,8.0,64.0,0.0,False,41.0,0.0,False,1
74418,National Cup,2022.0,620897.0,M,South America,High school,0-35,Middle-Low,False,1.0,False,60.0,False,127.0,103.0,0.0,196.0,131.0,400.0,False,2.0,0.0,0.0,False,5.0,0.0,False,0
97799,Local Match,2019.0,605195.0,M,North America,University Degree,0-35,High,False,0.0,False,30.0,True,567.0,1120.0,2.0,236.0,354.0,582.0,False,1.0,48.0,41.0,False,65.0,58.0,True,1
28343,Regional Tournament,2019.0,579316.0,F,Eastern Europe,High school,0-35,Middle,False,0.0,False,0.0,False,15.0,12.0,0.0,0.0,8.0,74.0,False,0.0,0.0,0.0,False,0.0,0.0,False,1
16842,National Cup,2022.0,648818.0,F,Southern Africa,Post Graduate,0-35,High,False,0.0,False,,False,157.0,160.0,0.0,21.0,92.0,315.0,False,1.0,0.0,0.0,False,17.0,0.0,False,1
56504,Regional Tournament,2021.0,374515.0,F,Western Europe,Middle school,35-55,Middle,True,0.0,False,0.0,False,31.0,2.0,0.0,47.0,2.0,12.0,False,0.0,0.0,0.0,False,17.0,0.0,True,0
76085,National Cup,2021.0,1678014.0,M,Central America,Middle school,35-55,High,False,0.0,False,,False,56.0,52.0,0.0,2.0,17.0,54.0,False,0.0,0.0,0.0,False,2.0,0.0,False,0
45365,World Championship,2021.0,2067555.0,F,Northern Africa,Middle school,0-35,Low,False,0.0,False,,False,54.0,95.0,0.0,0.0,5.0,60.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
83311,World Championship,2021.0,621716.0,F,South America,Middle school,35-55,Middle-Low,False,0.0,False,,False,199.0,639.0,3.0,16.0,56.0,258.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
23137,Federation League,2019.0,50610.0,F,Western Europe,High school,0-35,Middle,True,1.0,False,10.0,False,4.0,4.0,0.0,0.0,5.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
54433,National Cup,2022.0,614458.0,F,North America,High school,35-55,Middle-Low,False,0.0,False,0.0,False,1334.0,140.0,0.0,2043.0,276.0,2254.0,False,22.0,0.0,0.0,False,20.0,0.0,True,1
80597,Regional Tournament,2022.0,385341.0,F,Northern Africa,High school,0-35,Low,False,0.0,False,0.0,False,26.0,50.0,0.0,45.0,16.0,0.0,False,10.0,0.0,0.0,False,0.0,0.0,True,0
57576,Olympic Games,2019.0,388885.0,M,Middle East,High school,35-55,High,False,0.0,False,0.0,False,182.0,458.0,0.0,167.0,58.0,0.0,False,0.0,0.0,0.0,False,10.0,0.0,True,1
89346,Regional Tournament,2022.0,689139.0,F,Southern Africa,Middle school,35-55,Middle,False,0.0,False,0.0,False,116.0,308.0,4.0,17.0,43.0,15.0,False,0.0,0.0,3.0,False,3.0,0.0,True,1
33644,Regional Tournament,2022.0,675231.0,F,North America,High school,0-35,High,False,0.0,False,0.0,False,123.0,553.0,0.0,36.0,28.0,71.0,False,13.0,0.0,0.0,False,2.0,0.0,True,1
53720,World Championship,2021.0,621693.0,F,Middle East,High school,0-35,High,False,0.0,False,,False,39.0,34.0,0.0,3.0,16.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,True,0
25286,Federation League,2020.0,512080.0,F,South America,High school,0-35,Middle-Low,False,0.0,False,60.0,False,155.0,270.0,0.0,71.0,182.0,9.0,False,0.0,49.0,0.0,False,19.0,0.0,True,1
42307,Local Match,2019.0,478332.0,M,Southern Europe,High school,0-35,Low,False,0.0,False,60.0,True,335.0,965.0,0.0,238.0,260.0,600.0,False,0.0,21.0,9.0,False,22.0,8.0,True,1
13280,Regional Tournament,2020.0,527164.0,F,Oceania,High school,0-35,Low,False,0.0,False,60.0,False,1148.0,79.0,4.0,4506.0,156.0,152.0,False,0.0,0.0,0.0,False,46.0,4.0,False,1
52339,Local Match,2020.0,1534560.0,M,South America,High school,35-55,Middle-Low,False,0.0,False,0.0,False,325.0,633.0,0.0,280.0,313.0,711.0,False,0.0,53.0,3.0,False,29.0,20.0,True,1
22256,Local Match,2020.0,487168.0,F,Central Asia,High school,0-35,Low,False,0.0,False,60.0,False,266.0,548.0,0.0,166.0,268.0,662.0,False,0.0,19.0,4.0,False,25.0,71.0,True,0
55685,Federation League,2019.0,562728.0,M,Southern Europe,High school,0-35,Middle-Low,False,0.0,False,60.0,False,392.0,425.0,0.0,211.0,444.0,28.0,False,2.0,83.0,0.0,False,58.0,0.0,True,1
63097,Federation League,2019.0,379124.0,F,South America,High school,0-35,Low,False,2.0,False,10.0,False,359.0,158.0,0.0,206.0,308.0,,False,9.0,96.0,0.0,False,36.0,0.0,True,1
25167,National Cup,2021.0,1942999.0,F,Central Asia,University Degree,35-55,Middle,False,0.0,False,30.0,False,86.0,30.0,0.0,33.0,85.0,180.0,False,0.0,0.0,0.0,False,10.0,0.0,False,0
72980,World Championship,2021.0,632675.0,F,Oceania,Middle school,35-55,Low,True,0.0,False,,False,152.0,287.0,0.0,266.0,43.0,109.0,False,0.0,0.0,0.0,False,0.0,0.0,True,1
72906,Local Match,2021.0,622392.0,M,South Asia,Elementary school,0-35,High,False,0.0,False,60.0,True,84.0,441.0,0.0,141.0,144.0,249.0,False,4.0,21.0,3.0,False,12.0,1.0,True,0
